# time  created  delivered  delivered/created
19025.7000 623 105 0.1685
19044.0000 624 105 0.1683
19075.0000 625 105 0.1680
19106.0000 626 105 0.1677
19137.0000 627 105 0.1675
19168.0000 628 105 0.1672
19199.0000 629 105 0.1669
19202.0000 629 106 0.1685
19229.0000 630 106 0.1683
19259.0000 631 106 0.1680
19290.0000 632 106 0.1677
19320.0000 633 106 0.1675
19351.0000 634 106 0.1672
19381.0000 635 106 0.1669
19386.3000 635 107 0.1685
19411.0000 636 107 0.1682
19441.0000 637 107 0.1680
19472.0000 638 107 0.1677
19497.8000 638 108 0.1693
19503.0000 639 108 0.1690
19531.9000 639 109 0.1706
19533.0000 640 109 0.1703
19563.0000 641 109 0.1700
19594.0000 642 109 0.1698
19624.0000 643 109 0.1695
19654.0000 644 109 0.1693
19684.0000 645 109 0.1690
19714.0000 646 109 0.1687
19719.3000 646 110 0.1703
19745.0000 647 110 0.1700
19775.0000 648 110 0.1698
19806.0000 649 110 0.1695
19836.0000 650 110 0.1692
19844.8000 650 111 0.1708
19847.1000 650 112 0.1723
19856.4000 650 113 0.1738
19867.0000 651 113 0.1736
19897.0000 652 113 0.1733
19928.0000 653 113 0.1730
19956.8000 653 114 0.1746
19959.0000 654 114 0.1743
19989.0000 655 114 0.1740
19994.6000 655 115 0.1756
20006.1000 655 116 0.1771
20019.0000 656 116 0.1768
20049.0000 657 116 0.1766
20057.7000 657 117 0.1781
20079.0000 658 117 0.1778
20110.0000 659 117 0.1775
20140.0000 660 117 0.1773
20171.0000 661 117 0.1770
20172.8000 661 118 0.1785
20195.5000 661 119 0.1800
20201.0000 662 119 0.1798
20207.3000 662 120 0.1813
20232.0000 663 120 0.1810
20263.0000 664 120 0.1807
20293.0000 665 120 0.1805
20323.0000 666 120 0.1802
20353.0000 667 120 0.1799
20356.0000 667 121 0.1814
20359.3000 667 122 0.1829
20384.0000 668 122 0.1826
20415.0000 669 122 0.1824
20446.0000 670 122 0.1821
20477.0000 671 122 0.1818
20507.0000 672 122 0.1815
20526.4000 672 123 0.1830
20529.5000 672 124 0.1845
20537.0000 673 124 0.1842
20567.0000 674 124 0.1840
20598.0000 675 124 0.1837
20629.0000 676 124 0.1834
20660.0000 677 124 0.1832
20690.0000 678 124 0.1829
20721.0000 679 124 0.1826
20749.0000 679 125 0.1841
20751.0000 680 125 0.1838
20782.0000 681 125 0.1836
20813.0000 682 125 0.1833
20844.0000 683 125 0.1830
20874.0000 684 125 0.1827
20904.0000 685 125 0.1825
20915.6000 685 126 0.1839
20935.0000 686 126 0.1837
20966.0000 687 126 0.1834
20997.0000 688 126 0.1831
21028.0000 689 126 0.1829
21055.2000 689 127 0.1843
21058.0000 690 127 0.1841
21088.0000 691 127 0.1838
21119.0000 692 127 0.1835
21126.0000 692 128 0.1850
21150.0000 693 128 0.1847
21171.1000 693 129 0.1861
21180.0000 694 129 0.1859
21193.5000 694 130 0.1873
21210.0000 695 130 0.1871
21238.3000 695 131 0.1885
21240.0000 696 131 0.1882
21270.0000 697 131 0.1879
21301.0000 698 131 0.1877
21332.0000 699 131 0.1874
21362.0000 700 131 0.1871
21392.0000 701 131 0.1869
21423.0000 702 131 0.1866
21454.0000 703 131 0.1863
21474.1000 703 132 0.1878
21485.0000 704 132 0.1875
21515.0000 705 132 0.1872
21545.0000 706 132 0.1870
21554.2000 706 133 0.1884
21576.0000 707 133 0.1881
21606.0000 708 133 0.1879
21637.0000 709 133 0.1876
21661.9000 709 134 0.1890
21667.0000 710 134 0.1887
21698.0000 711 134 0.1885
21726.2000 711 135 0.1899
21729.0000 712 135 0.1896
21759.0000 713 135 0.1893
21790.0000 714 135 0.1891
21794.7000 714 136 0.1905
21809.5000 714 137 0.1919
21812.1000 714 138 0.1933
21821.0000 715 138 0.1930
21852.0000 716 138 0.1927
21858.9000 716 139 0.1941
21882.0000 717 139 0.1939
21888.3000 717 140 0.1953
21892.1000 717 141 0.1967
21910.6000 717 142 0.1980
21912.0000 718 142 0.1978
21942.0000 719 142 0.1975
21973.0000 720 142 0.1972
21992.3000 720 143 0.1986
22003.0000 721 143 0.1983
22033.0000 722 143 0.1981
22064.0000 723 143 0.1978
22095.0000 724 143 0.1975
22102.8000 724 144 0.1989
22125.0000 725 144 0.1986
22156.0000 726 144 0.1983
22183.3000 726 145 0.1997
22187.0000 727 145 0.1994
22218.0000 728 145 0.1992
22248.0000 729 145 0.1989
22278.0000 730 145 0.1986
22300.4000 730 146 0.2000
22307.5000 730 147 0.2014
22309.0000 731 147 0.2011
22339.0000 732 147 0.2008
22355.9000 732 148 0.2022
22370.0000 733 148 0.2019
22401.0000 734 148 0.2016
22432.0000 735 148 0.2014
22462.0000 736 148 0.2011
22492.0000 737 148 0.2008
22522.0000 738 148 0.2005
22553.0000 739 148 0.2003
22584.0000 740 148 0.2000
22615.0000 741 148 0.1997
22619.1000 741 149 0.2011
22631.2000 741 150 0.2024
22646.0000 742 150 0.2022
22676.0000 743 150 0.2019
22707.0000 744 150 0.2016
22738.0000 745 150 0.2013
22769.0000 746 150 0.2011
22799.0000 747 150 0.2008
22830.0000 748 150 0.2005
22860.0000 749 150 0.2003
22873.7000 749 151 0.2016
22890.0000 750 151 0.2013
22920.0000 751 151 0.2011
22950.0000 752 151 0.2008
22980.0000 753 151 0.2005
23010.0000 754 151 0.2003
23040.0000 755 151 0.2000
23070.0000 756 151 0.1997
23100.0000 757 151 0.1995
23130.0000 758 151 0.1992
23160.0000 759 151 0.1989
23191.0000 760 151 0.1987
23215.0000 760 152 0.2000
23222.0000 761 152 0.1997
23253.0000 762 152 0.1995
23282.4000 762 153 0.2008
23284.0000 763 153 0.2005
23284.6000 763 154 0.2018
23305.4000 763 155 0.2031
23309.1000 763 156 0.2045
23314.0000 764 156 0.2042
23321.6000 764 157 0.2055
23345.0000 765 157 0.2052
23362.5000 765 158 0.2065
23375.0000 766 158 0.2063
23395.9000 766 159 0.2076
23406.0000 767 159 0.2073
23417.9000 767 160 0.2086
23436.0000 768 160 0.2083
